Column1,law_no,main,middle,small,question,answer
54,214465001,임금,노동 일반,근로계약,단체협약 상 '근로자가 사용자에게 손해를 발생시킨 경우 실손해액을 배상해야한다'라는 규정이 있는 경우 근로기준법 제20조 위반아닌가요?,"근로자가 근무 도중에 사용자에게 피해를 입힐 것을 대비하여 실제발생된 손해액과 관계없이 일정액을 미리 정하여 근로자에게 배상케 하는 근로계약을 체결하거나 동 배상액을 사용자가 일방적으로 임금 또는 퇴직금을 상계하는 것은 근로기준법에 위반된다고 할 것이나, 근로자의 불법행위 등으로 사용자에게 손해를 발생시킨 경우 실손해액의 일부를 청구할 수 있도록 노·사가 합의하여 단체협약에 정한 것은 같은법 제20조에 위반된다고는 볼 수 없습니다(고용노동부 행정해석 근기 01254-1160, 1993.6.4)."
55,214170001,임금,노동 일반,기간제 근로,체육지도자에 준하는 학교운동부지도자 중 국민체육진흥법에 따른 체육지도자 자격을 가진 근로자의 경우 기간제 사용기간제한의 예외에 해당하나요,"기간제법 시행령에 따라 학교운동부지도자 중 국민체육진흥법에 따라 체육지도자의 자격을 부여받은 자에 한하여 2년을 초과하여 기간제 근로자로 사용할 수 있습니다 (고용차별개선과-2391, 2015.12.02)"
56,200220001,임금,노동 일반,근로자 개념,공무원에게도 근로기준법상의 휴업수당 규정이 적용되는지 여부,공무원도 근로기준법 소정의 근로자이므로 사용자의 귀책사유로 일을 쉬게 되는 경우 근로기준법에 따라 그기간동안의 휴업수당을 청구할 수 있습니다(근로기준법 제46조 제1항).
57,213627001,임금,노동 일반,휴일,재택근무자에게도 주휴수당을 제공해야 하나요?,"재택근무자가 근로자성을 인정받는 다면 근무장소만 다를 뿐 다른 근로자들과 차별을 두어서는 안되므로 주휴수당, 퇴직금, 4대보험 모두 해당됩니다."
58,211097001,해고,해고사유 서면통지,,"사장이 해고사유 등의 서면통지서를 근로자의 책상에 놓아두었으나, 근로자가 이를 보지도 않고 찢어버린 경우 해고사유 등의 서면통지로 볼 수 있나요","판례는, '이 사건 교장은 원고가 근무하던 책상에 원고에 대하여 해고사유 및 해고시기를 기재하여 원고와의 근로계약을 해지한다는 내용의 문서를 두었으나, 원고는 위 문서를 보지도 않고 고의로 찢어버렸으므로, 이 사건 해고사유 및 해고시기가 기재된 이 사건 해고통지는 사회통념상 원고가 그 내용을 알 수 있는 객관적 상태에 놓여졌다. 따라서 원고에게 해고사유 및 해고시기가 기재된 이 사건 해고통지가 서면으로 이루어졌으므로, 이 사건 해고가 근로기준법 제27조에 위배된다고 볼 수 없다(서울행법2013구합9427, 2013.8.29.)고 보았습니다."
59,212373002,임금,노동 일반,근로자,"재택근무를 하는데 평상시 보다 오랜시간 일을 하게 되거나 야간에 근무하게 되면 연장근로수당, 야간근로 수당을 청구 할 수 있나요","사용자가 재택근로자에 대해 통상적으로 행하도록 한 업무 이외에 별도로 추가적인 일을 부여하지 않는 한, 원칙적으로 노사가 서면합의한 근로시간(근로일)을 일한 것으로 봅니다.다만, 사용자가 추가로 일을 부여하고, 재택근로자도 이에 대해 실제로 추가적인 근로를 제공한 때에는, 당해 근로한 시간은 당사자 합의에 의한 연장?야간 또는 휴일근로에 해당되어 할증임금이 지급되어야 합니다.(근기68201-4085, 2000. 12.29)"
60,200668002,임금,임금일반,,회사에서 개인 차량보유 시 차량유지비를 지급할 경우 임금에 포함되나요.,전 직원에 대하여 또는 일정한 직급을 기준으로 일률적으로 지급된 것이 아니라 차량 보유를 조건으로 지급되었다면 근로의 대상으로 지급된 것으로 볼 수 없어 임금에 해당하지 않습니다(대법원 2002. 5. 31. 선고 2000다18127 판결).
61,203604001,해고,징계,징계해고,"저희 회사 단체협약에는 징계위원회를 구성함에 있어서 노동조합의 대표를 참여시키도록 하고 있습니다. 그런데 회사에서 계속 요청을 하였음에도 불구하고 노동조합에서 사람을 보내길 포기한 경우, 노조측 사람이 없이 징계위원회를 열어도 괜찮은가요?","단체협약 등에 징계위원회를 구성함에 있어서 근로자 측이나 노동조합의 대표를 참여시키도록 규정하고 있는 경우, 그러한 규정에 위반하여 징계위원회를 구성하였다면 징계절차는 무효라고 할 것입니다. 그러나 그러한 단체협약에도 불구하고 노종조합 측에서 스스로 참여 위원의 선정을 포기하였거나 노동조합이 기능을 상실하여 그 활동을 중단하였다는 특별한 사정이 있는 경우에는 노동조합의 참여가 없었더라도 당해 징계처분을 무효라고 할 수는 없습니다."
62,205068001,해고,정리해고,,"경영의 합리화를 위하여 일부 직제를 폐지하는 회사에서 해당 직제의 근로자에게 전보 또는 전근을 시키려고 하는 경우, 이러한 명령을 거부하면 해고가 될 수도 있는가요?","일부 직제를 폐지하는 회사가 유휴 인력의 해고를 피하기 위하여 해당 직제 근로자를 전근 또는 전보를 시키려고 하는데, 해당 근로자가 별다른 이유없이 이러한 회사의 조치를 거부하는 경우라면 회사는 이 근로자를 해고할 정당한 이유가 있다고 하겠습니다."
63,201480001,해고,해고일반,,"유니온 숍 조항이 있는 회사의 노동조합에서 탈퇴하였다가 다시 가입하려고 하는데, 노동조합이 일부 탈퇴자들의 가입을 받지 않아 해고가 된 경우, 이를 구제받을 수 있는가요?","노조탈퇴의사를 철회하고 노조에 다시 가입하려는 근로자에 대하여 이를 거부하고 해고되게 한 것은 노조 자체가 단결권의 정신을 저버리고 실질상 제명과 같은 효과를 발생시킨 것으로서, 노동조합법 제39조 제2호 단서에 위반될 뿐만 아니라 유니언 숍 협정에 기한 해고의 목적범위를 일탈한 것이고, 또한 11명의 탈퇴자 중 3명에 대하여서만 탈퇴의사 철회를 거부하고 해고되게 한 것은 다른 탈퇴근로자들과의 형평에도 반하여 무효이다.(대법원 1995.02.28. 선고 94다15363 판결)"
64,214291001,임금,퇴직금,퇴직금 계속근로기간,1년 근로계약을 한 뒤 계약만료로 근로관계가 종료되었습니다. 이 후 후임자가 일을 했으나 권고사직을 당했고 제가 다시 재계약을 하여 같은 업무를 맡게 되었다면 계속근로기간으로 인정받을 수 있나요?,"입퇴사가 형식에 불과하고 실제로 계속근무를 한 경우에는 계속근로로 볼 수 있으나, 근로계약기간만료 후 재계약을 하지 않았고 후임자가 채용이 되어 근무를 하던 사정에 비추어 볼 때, 당사자 간에 다른 약정이 없는 한 종전의 퇴사로 근속연수는 단절되었다고 볼 수 있습니다. 그러므로 새로 입사를 한 시점부터 근속연수가 다시 산정되어야 할 것으로 사료됩니다."
65,214564001,임금,노동 일반,근로자 보호,근로자가 근로감독관에게 사업장내 근로기준법 위반사실을 통보를 이유로 사용자가 근로자에게 불리한 처우를 한다면 해당 처우가 정당한가요.,"근로기준법 제104조제1항, 제2항, 제110조에 비추어 보면, 사용자의 근로자에 대한 불리한 처우가 근로기준법 제104조제2항에 위반된다는 이유로 처벌하기 위하여는 그 불리한 처우가 근로자의 감독기관에 대한 근로기준법 위반사실 통보를 이유로 한 것이어야 하고, 불리한 처우를 하게 된 다른 실질적인 이유가 있는 경우에는 근로기준법 제104조제2항 위반으로 처벌할 수 없다고 보아야 합니다. 사용자의 불리한 처우가 감독기관에 대한 근로기준법 위반사실의 통보를 이유로 한 것인지는 불리한 처우를 하게 된 경위와 그 시기, 사용자가 내세우는 불리한 처우의 사유가 명목에 불과한지, 불리한 처우가 주로 근로자의 통보에 대한 보복적 조치로 이루어진 것인지 등을 종합적으로 고려하여 판단하여야 할 것입니다. (대법 2012도8694, 2012도8694)"
66,200836002,해고,전보·전근,,"배치전환이랑 전보, 전근의 차이점","배치전환이란 근로자의 직무내용 또는 근무장소가 같은 기업 내에서 상당히 장기간에 걸쳐 변경되는 것을 말하며, 보통 전보(전직)와 전근으로 구별합니다."
67,200214001,임금,노동 일반,근로자 개념,"시의 예산 지원에 따라 초등학교에 기간 1년으로 하는 과학실험조교로 고용되어 공휴일과 방학기간을 제외한 나머지 수업일에 수업을 하였고, 고용기간이 만료되면 다시 채용하는 형식으로 계속 근무하였습니다. 교원의료보험에도 가입하였고, 보수는 일당제로 지급받았습니다. 유급휴일수당을 받을 수 있을까요.",초등학교에 계속적으로 재채용되어 근무하면서 공휴일과 방학기간을 제외한 정해진 수업일에 수업을 하였고 이에 대한 급여를 받았다면 보수를 일당제로 지급받았다 하더라도 사용종속관계가 인정되므로 근로자에 해당합니다(대법원 1992. 4. 14. 선고 91다45653 판결). 그렇다면 유급휴일수당 등 근로기준법상 수당을 청구할 권리가 있습니다.
68,212397001,임금,노동 일반,퇴직금,퇴직연금사업자가 가입자 명의의 IRP계정을 개설할 수 없는 경우 근로자 명의의 일반계좌 또는 법원 공탁과 같은 방법으로 퇴직급여를 지급할 수 있나요,"퇴직급여의 지급방법은 가입자가 55세 이후에 퇴직하여 급여를 받는 경우 등 법령에서 정한 예외사유가 아닐 경우 근로자 IRP 계정으로 이전토록 정하고 있으므로 단순히 계좌개설 거부, 연락 두절 등의 사유로 IRP 계정 이전 이외의 방법으로 퇴직급여를 지급하는 것은 타당하지 않다고 사료됩니다. 다만, 사용자가 법정 기한이 도래할 때까지 주소지 방문, 내용증명 등 사용자의 지급의무 이행 노력을 다 하였음에도 불구하고 근로자가 IRP계좌 개설을 거부하여 부득이 퇴직급여를 지급할 수 없는 경우에는 예외적으로 일반계좌로 이전 또는 법원 공탁 등과 같은 다른 방법으로 퇴직급여를 지급할 수 있을 것으로 사료됩니다.(퇴직연금복지과_1201,2017.03.14)"
69,201944001,임금,퇴직금,,"회사의 공장장으로 일하다 이사대우로 승진했는데, 승진 후에도 매일 공장에 출근하여 공장장 업무를 했습니다. 이 경우 회사에 퇴직금을 청구할 수 있나요","이사대우로 승진한 후에도 매일 공장에 출근하여 종전의 공장장 업무를 처리하면서 그 대가로 일정 보수를 받았다면, 퇴직금을 청구할 수 있는 근로자 지위가 인정됩니다. 따라서 퇴직금을 청구할 수 있습니다."
70,211098001,해고,해고사유 서면통지,,고용노동청에서 근로자에게 고용보험 피보험자격 상실 신고 내용을 통지한 것을 사용자가 해고사유 등의 서면통지를 한 것으로 볼 수 있나요,"판례는, 대구지방고용노동청 대구서부지청이 2014.11.10. 고용보험법 제15조제4항에 따라 원고에게 ‘고용보험 피보험자격 상실 신고사실 통지서’를 보낸 사실, 위 통지서에는 원고가 2014.10.16. 고용보험 피보험자격을 상실하였고, 상실사유는 ‘개인사정으로 인한 자진퇴사’라고 기재되어 있는 사실이 인정되는바, 위 통지는 행정관청이 피고의 대리인으로 한 것이 아닌 점, 위 통지서에는 ‘해고’라는 기재가 없고 해고사유도 기재되어 있지 않은 점 등을 종합하면, 위 통지서는 사용자가 근로기준법 제27조제1항의 규정에 따라 해고사유와 해고시기를 서면으로 통지한 것으로 볼 수 없다(대구고법2016나23299, 2017.4.5.)고 보았습니다."
