Column1,분류일련번호,백문일련번호,대분류,중분류,백문백답주제명,백문내용,백답간략내용,서비스 시간
41,25,5907,가정법률,결혼준비자,아내가 진 빚,"아내가 저 몰래 고액의 채무를 지고 있다가 가출을 했습니다. 채권자들이 몰려와 아내의 빚을 대신 갚으라고 하는데, 제가 대신 갚아줘야 하나요?","남편 몰래 진 아내의 채무는 남편이 별도로 갚아주겠다고 약속하거나 보증을 서지 않는 한 남편이 대신 갚을 필요가 없습니다.<br/>다만, 일상 가정생활을 꾸리기 위해 진 빚은 부부에게 연대책임이 있고, 부부 공동 생활비용(의식주 비용, 자녀 양육비 등)은 부부의 공동 부담이므로 이에 해당한다면 남편도 빚을 갚을 의무가 있게 됩니다.<br/>◇ 부부 별산제<br/>☞ 부부재산약정이 체결된 경우가 아니라면 부부재산의 귀속과 관리는 「민법」에 따라 이루어지는데, 「민법」은 부부 각자의 재산을 인정하고 이에 따라 부부재산을 산정하도록 하는 부부 별산제를 채택하고 있습니다.<br/>",2022-05-11 17:40
42,25,831,가정법률,결혼준비자,부부재산약정등기,"결혼을 앞두고 있습니다. 결혼 후에 재산관리를 각자 하기로 했는데, 이 합의에 법적 효력이 있나요? 아니면 법적 효력을 갖기 위해 다른 절차를 거쳐야 하나요?
","결혼 전에 미리 혼인 중의 재산소유·관리방법 등에 관한 사항을 정해둘 수 있습니다.<br/>이러한 부부재산약정은 혼인신고를 하기 전까지 등기(부부재산약정등기)해야 제3자에게 효력을 갖습니다.<br/>부부재산약정등기를 하면 혼인 중에는 이를 변경할 수 없지만, 정당한 사유가 있는 경우에는 법원의 허가를 받아 변경할 수 있습니다.<br/>",2010-10-10 0:00
43,25,832,가정법률,결혼준비자,파혼과 손해배상,"파혼했는데 약혼예물을 돌려줘야 하나요?
","상대방이 파혼에 책임이 없는 한 돌려줘야 합니다.<br/>약혼할 때 받은 예물은 약혼의 성립을 증명하는 증거인 동시에 결혼의 불성립을 해제조건으로 하는 증여의 성질을 가지고 있습니다. 따라서 약혼이 해제되면 예물은 부당이득이 되므로 돌려주어야 합니다.<br/>판례에 따르면, 당사자 일방의 잘못으로 약혼이 해제된 경우 그 파혼에 책임이 있는 당사자는 상대방에게 예물반환을 청구할 수 없습니다. 또한, 파혼에 책임 있는 당사자에게는 파혼으로 인한 재산상·정신상의 손해배상을 청구할 수 있습니다.<br/>",2010-10-10 0:00
44,25,830,가정법률,결혼준비자,혼인신고,"혼인신고는 어떻게 하나요?
","혼인신고의 기간은 따로 정해져 있지 않으므로 언제든지 할 수 있습니다.<br/>혼인신고는 시청·구청·읍사무소 또는 면사무소에 가서 하면 됩니다(부부 중 일방만 가도 무방). 예를 들어, 주소지가 서울이라고 하더라도 신혼여행으로 간 제주도에서 혼인신고를 할 수 있습니다.<br/>혼인신고를 할 때는 다음의 서류를 제출해야 합니다.<br/>1. 혼인신고서(당사자와 증인 2명의 연서가 있어야 함)<br/>",2022-05-02 13:41
45,25,956,가정법률,유언,비밀증서유언,"유언의 내용을 아무에게도 알리고 싶지 않은데 어떤 방법이 있을까요?
","유언의 내용을 아무도 모르게 하고 싶다면 유언의 방식(자필증서, 녹음, 공정증서, 비밀증서, 구수증서의 방식) 중 비밀증서에 의한 유언을 하면 됩니다.<br/>비밀증서에 의한 유언이 법적 효력을 가지려면 유언자가 유언의 취지와 자신의 성명을 기입한 증서를 엄봉날인(嚴封捺印)하고 이를 2명 이상의 증인의 면전에 제출해서 자기의 유언서임을 표시한 후 표면에 제출 연월일을 기재해서 유언자와 증인이 각자 서명 또는 기명날인한 다음, 그 표면에 기재된 날로부터 5일 이내에 공증인 또는 법원서기에게 제출해서 그 봉인 위에 확정일자인을 받아야 합니다.<br/>",2010-10-10 0:00
46,25,960,가정법률,유언,유증 결격자,"아버지는 저에게 모든 재산을 물려준다는 내용의 유언장을 작성했습니다.

그러던 중 형이 아버지에게 제가 아버지의 재산을 몰래 팔아치웠다고 거짓말을 해서 아버지는 유산을 형에게 모두 물려준다는 내용의 유언장을 새로 작성했습니다.

정말 형이 모든 재산을 물려받나요?
","거짓말을 해서 유언장을 다시 작성하고 자기에게 재산을 모두 유증하기로 하는 유언장을 작성하도록 한 행위는 유증 결격사유에 해당됩니다.<br/>유증 결격사유에 해당되는 사람 즉, 유증결격자는 유증을 받지 못합니다.<br/>질문에서 장남의 행위는 유증결격사유에 해당됩니다. 따라서 장남은 유증결격자로서 유언장에 따른 대로 아버지의 재산을 물려받을 수 없습니다. 다만, 추후 유류분 반환청구를 통해 상속재산의 일부를 받을 수는 있습니다.<br/>",2010-10-10 0:00
47,25,957,가정법률,유언,유언의 철회,"유언장을 작성했는데 마음이 바뀌었어요.

전에 작성한 유언장을 임의로 없애고 새 유언장을 작성할 수 있나요?
","유언자는 유언을 한 후 자신이 사망하기 전까지는 언제든지 유언의 일부 또는 전부를 철회할 수 있습니다.<br/>유언의 철회는 특별한 방식에 따라 이루어지는 것이 아니라,<br/>유언장을 다시 쓰거나 유언장에 쓰인 내용과 저촉되는 행위(예를 들어, 아들에게 유증하기로 한 부동산을 생전에 미리 딸에게 증여한 경우 등)를 함으로써 이루어집니다.<br/>따라서 질문자가 전에 작성한 유언장의 내용을 변경하고 싶다면 특별한 법적 절차를 밟지 않고 자유롭게 유언장을 새로 씀으로써 이미 한 유언을 철회할 수 있습니다.<br/>",2010-10-10 0:00
48,25,958,가정법률,유언,유언의 효력발생시기,"할아버지가 “손자가 대학에 합격하면 학비를 주겠다”고 유언하셨어요. 이 유언은 언제부터 효력이 있나요?
","일반적으로 유언은 유언자가 사망한 때부터 그 효력이 생깁니다.<br/>그러나 이러한 조건부 유언은 조건이 성취된 때,<br/>즉 손자가 대학에 합격한 때부터 유언의 효력이 발생합니다.<br/>만약, 할아버지가 사망하기 전에 손자가 대학에 합격하면 할아버지의 유언은 조건 없는 유언이 되어 유언자인 할아버지가 사망한 때부터 효력이 발생합니다.<br/>",2010-10-10 0:00
49,25,955,가정법률,유언,컴퓨터로 작성한 자필유언증서,"어머니가 돌아가신 후 책상을 정리하다가 유언장을 발견했습니다.

재산의 2/3를 저에게 준다는 내용인데, 이 유언대로 상속재산을 배분하자고 하니 동생들이 유언장이 컴퓨터로 작성됐기 때문에 무효라고 합니다.

어머니가 지장까지 찍은 유언장인데 정말 무효가 맞나요?
","유언이 법적 효력을 갖기 위해서는 자필증서, 녹음, 공정증서, 비밀증서, 구수증서의 방식으로 이루어져야 합니다. 질문자의 어머니가 남긴 유언장은 위의 5가지 유형 중 자필증서에 가장 가깝다고 볼 수 있습니다.<br/>자필증서에 의한 유언이 그 효력을 인정받기 위해서는 유언자가 그 유언의 전체 내용과 연월일, 주소, 성명을 본인의 글씨로 직접 쓰고(自書) 날인해야 합니다.<br/>따라서 컴퓨터 등을 이용해서 만든 것은 자필증서라고 볼 수 없습니다.<br/>",2010-10-10 0:00
50,25,953,가정법률,유언,유언의 효력,"아버지는 생전에 자신의 재산을 큰오빠에게만 물려주겠다고 말씀하시곤 했는데,

돌아가실 때 별다른 유언을 하지 않으셨습니다.

정말 어머니와 저는 유산을 받을 수 없나요?
","일반적으로 가족이나 친지에게 남기는 말이나 당부 등을 유언이라고 하는데, 이는 법적인 의미의 유언이 아니어서 효력을 갖지 못합니다.<br/>유언이 법적인 효력을 가지려면 유언자가 유언능력을 갖추고 엄격한 방식(자필증서, 녹음, 공정증서, 비밀증서, 구수증서의 방식)에 따라 해야 합니다.<br/>질문에서 아버지가 생전에 남긴 말씀은 이러한 유언의 방식을 갖추지 못했으므로 그 유언은 법적인 효력이 없습니다.<br/>",2010-10-10 0:00
51,25,954,가정법률,유언,유언할 수 있는 나이,"중학생 딸아이가 학교 숙제로 유언장을 작성했는데, 이 유언장이 법적으로 효력 있는 것인지 궁금해 합니다.
",유언은 의사능력이 있는 만 17세(유언 적령)에 달한 사람이 할 수 있습니다.<br/>따라서 만 17세 미만인 사람이나 만 17세 이상이라도 의사능력이 없는 사람은 유효한 유언을 하지 못합니다(의사능력 유무의 판단시점은 유언할 때입니다). 이는 의사능력이 있어야 자신의 의사에 따라 자유롭게 유언할 수 있기 때문입니다.<br/>따라서 질문자의 자녀가 작성한 유언은 자필증서라는 유언장의 법적 방식을 충족했음에도 불구하고 만 17세라는 유언 적령에 도달하지 못했기 때문에 법적 효력을 갖지 못합니다.<br/>,2010-10-10 0:00
52,25,959,가정법률,유언,상속과 증여의 관계,"부모님이 돌아가시기 전에 미리 재산을 상속받을 수 있나요?
","상속은 사망 전에 미리 받을 수 없습니다.<br/>상속은 피상속인이 사망한 때 또는 실종선고를 받은 때 개시됩니다.<br/>따라서 피상속인이 생전에 자녀 등에게 재산을 주려면 상속이 아닌 증여의 방법을 이용해야 합니다.<br/>다만, “내가 죽으면 A부동산을 장남에게 준다”는 식으로 상속재산에 대한 유증을 할 수는 있습니다.<br/>◇ 증여<br/>",2010-10-10 0:00
53,25,952,가정법률,유언,유언이 없는 경우의 상속,"아버지가 유언을 하지 않고 돌아가셨어요. 아버지의 재산은 어떻게 분배되나요?
","피상속인이 유언을 하지 않고 사망하거나, 유언을 했더라도 그 유언이 법적으로 유효하지 않은 경우에<br/>피상속인의 재산은 「민법」의 상속규정에 따라 각 상속인에게 상속됩니다.<br/>상속은 다음의 순위대로 정해지며, 선(先)순위에서 상속이 이루어지면 나머지 상속인은 후순위가 되어 상속받지 못합니다(예를 들어, 1순위 상속인이 있으면 나머지 2~4순위 상속인은 상속받지 못함).<br/>1. 피상속인의 직계비속(자녀 등) 및 법률상 배우자<br/>",2010-10-10 0:00
54,25,932,가정법률,상속,낙태,"남편이 사망한 후 태아를 낙태한 부인은 남편의 재산을 상속받을 수 있나요?
",태아를 낙태한 부인은 남편의 재산을 상속받을 수 없습니다.<br/>고의로 같은 순위에 있는 상속인을 살해하거나 살해하려고 한 사람은 상속결격자에 해당되어 상속을 받을 수 없게 됩니다.<br/>법원은 출생하였다면 자신과 같은 순위의 상속인이 될 태아를 고의로 낙태한 경우를 고의로 같은 순위에 있는 상속인을 살해한 경우와 동일한 것으로 보고 있습니다.<br/>◇ 상속결격사유<br/>,2010-10-10 0:00
55,25,937,가정법률,상속,상속분,"제 가족으로는 아버지, 아내, 아들이 있습니다.

만일 제가 유언 없이 10억 원을 남기고 죽는다면 아들과 아버지에게는 얼마가 상속되나요?
","상속은 다음의 순위대로 정해지며, 선순위에서 상속이 이루어지면 나머지 상속인은 후순위가 되어 상속받지 못합니다(예를 들어, 1순위 상속인이 있으면 나머지 2~4순위 상속인은 상속받지 못함).<br/>1. 피상속인의 직계비속(자녀 등) 및 법률상 배우자<br/>2. 피상속인의 직계존속(부모 등) 및 법률상 배우자<br/>3. 피상속인의 형제자매<br/>",2010-10-10 0:00
56,25,941,가정법률,상속,상속회복청구권,"미국에서 거주하던 기간 동안 부모님이 돌아가셨습니다.

유산상속과 관련된 일은 형이 해결해 준다고 해서 믿고 있었는데 귀국 후 확인해 보니 부모님이 남긴 부동산이 형 단독명의로 되어 있고 예금도 형이 다 찾아간 것으로 되어 있습니다. 

제 몫의 유산을 되찾을 수 있을까요?
","상속인이 그 상속권을 침해받은 경우에는 상속재산을 침해한 사람을 상대로 법원에 그 침해의 회복을 청구할 수 있습니다(이를 상속회복청구권이라 함).<br/>상속회복청구권은 그 침해를 안 날로부터 3년, 침해행위가 있은 날로부터 10년 이내에 행사해야만 합니다.<br/>따라서 질문자는 위의 청구기간 내에 형을 상대로 상속회복청구소송을 제기해서 자신의 상속분을 되찾을 수 있습니다.<br/>",2010-10-10 0:00
57,25,942,가정법률,상속,상속승인의 신고,"부모님의 재산을 상속하려고 하는데, 상속승인신고를 따로 해야 하나요?
","상속이 개시된 후 상속의 효과를 거부하고 싶지 않을 때에는 가만히 있어도 상속이 승인됩니다. 즉, 상속인이 상속승인 등의 고려기간(상속 개시가 있음을 안 날로부터 3개월) 내에 한정승인 또는 상속포기를 하지 않은 때에는 상속이 단순승인되므로, 따로 상속승인신고를 할 필요는 없습니다.<br/>◇ 상속승인의 취소<br/>☞ 일단 상속승인을 하고 나면 상속 개시가 있음을 안 날로부터 3개월이 아직 지나지 않았더라도 이미 한 상속승인을 취소하지 못합니다.<br/>",2010-10-10 0:00
